name,name_fasta,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date,set,RBS_23full,RBS_26full,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,stalk,stalk_scale,zoonotic_scale,X88,X98,X110,X156,X284,X298,mean_rmsdRBS23,PB2_627,PB2_631,PA_497,HA_147,PB2_627_bin,PB2_631_cat,PA_497_bin,HA_147_bin,Zoo_bin,Bal23,Bal26,stalk_bin,stalk_cat,Host_cat,Bal23_cat5,Bal26_cat5,mLTDC
H5N6|A/chicken/Taishun/TS2/2016|EPI895121|2016-02-19,H5N6|A/chicken/Taishun/TS2/2016|EPI895121|2016-02-19,EPI895121,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.2.19,avian,-36.83539552,-37.10453318,-20.99676,-25.4857,-45.30233,-45.6803,short,-0.5,-0.5,2.023231605,1.693208126,1.541482968,2.405353263,1.818573279,1.574600824,5.349988048,E,M,K,V,0,0,0,0,0,1.754337122,1.455896176,0,1,0,4,2,1
H5N6|A/chicken/Taishun/TS90/2016|EPI895120|2016-02-19,H5N6|A/chicken/Taishun/TS90/2016|EPI895120|2016-02-19,EPI895120,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.2.19,avian,-36.83539552,-37.10453318,-20.97806,-25.4698,-45.36925,-45.75605,short,-0.5,-0.5,2.023231605,1.693208126,1.541482968,2.405353263,1.818573279,1.574600824,5.349988048,E,M,K,V,0,0,0,0,0,1.755900952,1.456805047,0,1,0,4,2,1
H5N6|A/chicken/Thanh_Hoa/13836VTC/2019|EPI1665392|2019-07-24,H5N6|A/chicken/Thanh_Hoa/13836VTC/2019|EPI1665392|2019-07-24,EPI1665392,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2019.7.24,avian,-37.79752518,-37.0826412,-20.82969,-26.62622,-45.58717,-46.01294,short,-0.5,-0.5,1.491783502,1.772895088,1.40678855,1.772941267,1.445496292,1.34707526,4.483717131,E,M,K,V,0,0,0,0,0,1.814598546,1.39271144,0,1,0,4,2,1
H5N6|A/chicken/Vietnam/HU9-842/2018|LC497177|2018-08-20,H5N6|A/chicken/Vietnam/HU9-842/2018|LC497177|2018-08-20,LC497177,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.8.20,avian,-37.88248588,-36.99129285,-20.79454,-25.88368,-45.31907,-45.75114,short,-0.5,-0.5,1.389790222,1.647896875,1.566660872,2.121328875,1.743031093,1.420907607,4.547533865,E,M,K,V,0,0,0,0,0,1.821751569,1.429135766,0,1,0,4,2,3
H5N6|A/chicken/Vietnam/LBFecal104MC/2020|EPI3268683|2020-09-01,H5N6|A/chicken/Vietnam/LBFecal104MC/2020|EPI3268683|2020-09-01,EPI3268683,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2020.9.1,avian,-34.85353748,-38.99310456,-20.87052,-25.92146,-45.5794,-45.92897,short,-0.5,-0.5,1.511890607,1.693906381,1.623635191,2.095040096,1.868283807,1.372723327,6.287195219,E,M,K,V,0,0,0,0,0,1.669988936,1.50427887,0,1,0,4,2,1
H5N6|A/chicken/Vietnam/LBFecal80C2/2019|EPI3268691|2019-07-20,H5N8|A/chicken/Vietnam/LBFecal107C1/2019|EPI3323158|2019-08-25,EPI3268691,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2019.7.20,avian,-37.52117458,-36.9807924,-21.12052,-26.21514,-45.56849,-45.99812,short,-0.5,-0.5,1.58135863,1.598650915,1.405685191,2.397012633,1.473147793,1.556777149,4.8127251,E,M,K,V,0,0,0,0,0,1.776527026,1.410665455,0,1,0,4,2,1
H5N6|A/chicken/Vietnam/LBOral74LC/2020|EPI3268579|2020-10-25,H5N6|A/chicken/Vietnam/LBFecal80C2/2019|EPI3268691|2019-07-20,EPI3268579,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2020.10.25,avian,-37.89187804,-37.07761205,-21.12052,-26.21514,-45.56849,-45.99812,short,-0.5,-0.5,1.292209032,1.240017734,1.303378497,1.991639838,1.412319952,1.38605734,4.663788845,E,M,K,V,0,0,0,0,0,1.794078841,1.414358727,0,1,0,4,2,3
H5N6|A/chicken/Vietnam/NCVD14-A324/2014|EPI894943|2014-04-26,H5N6|A/chicken/Vietnam/LBOral74LC/2020|EPI3268579|2020-10-25,EPI894943,H5N6,2.3.4.4a,H5N6_2.3.4.4x,Domestic,non-zoonotic,2014.4.26,avian,-37.9368708,-37.05418159,-20.88592,-26.00755,-45.43731,-45.87858,short,-0.5,-0.5,2.120903165,1.182801063,1.342806413,2.551671017,1.349375379,1.552348753,5.32940239,E,M,K,V,0,0,0,0,0,1.816384952,1.424747106,0,1,0,4,2,0
H5N6|A/chicken/Wuxi/7157/2015|EPI1055352|2015-12-19,H5N6|A/chicken/Vietnam/QuangBinh/BD1113/2017|EPI1205178|2017-11-13,EPI1055352,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.12.19,avian,-38.73624216,-38.50658304,-20.62713,-25.76142,-45.30775,-45.66511,short,-0.5,-0.5,2.199258542,1.313049918,1.499406114,1.834629415,1.324965579,1.742789983,4.86114741,E,M,K,V,0,0,0,0,0,1.877926893,1.494738374,0,1,0,4,2,1
H5N6|A/Chicken/Yangzhou/f14/2018|EPI1394243|2018-11-14,H5N6|A/chicken/Wuxi/7157/2015|EPI1055352|2015-12-19,EPI1394243,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.11.14,avian,-40.391979,-40.23092969,-20.49606,-25.47726,-45.16684,-45.54843,short,-0.5,-0.5,1.52881168,1.527004444,1.374358717,2.186019392,1.549565687,1.463625567,4.271880478,E,M,K,V,0,0,0,0,0,1.970719202,1.579091695,0,1,0,4,2,3
H5N6|A/chicken/Yunnan/03_15_DQXYL0073-O/2015_H5N6_|EPI658695|2015-03-15,H5N6|A/Chicken/Yangzhou/f14/2018|EPI1394243|2018-11-14,EPI658695,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.3.15,avian,-38.04923508,-38.41244467,-20.89968,-26.02198,-45.31367,-45.67255,short,-0.5,-0.5,2.290133665,1.264245571,1.357569815,2.443952844,1.618500836,1.362580609,5.786159363,E,M,K,V,0,0,0,0,0,1.820565438,1.4761538,0,1,0,4,2,1
H5N6|A/chicken/Yunnan/03_16_DQXYL0034-O/2015_H5N6_|EPI657514|2015-03-16,H5N6|A/chicken/Yunnan/03_15_DQXYL0073-O/2015_H5N6_|EPI658695|2015-03-15,EPI657514,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.3.16,avian,-39.98348311,-39.21453671,-20.22353,-25.35309,-45.00723,-45.38686,short,-0.5,-0.5,2.035645667,1.188038731,1.349406512,2.307682604,1.505084838,1.230751998,5.055768924,E,M,K,V,0,0,0,0,0,1.97707735,1.546735988,0,1,0,4,2,1
H5N6|A/Chicken/Yunnan/YN-10/2015___H5N6_|EPI1093278|2015-11-24,H5N6|A/chicken/Yunnan/03_16_DQXYL0034-O/2015_H5N6_|EPI657514|2015-03-16,EPI1093278,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.11.24,avian,-40.40851138,-39.51907815,-20.13199,-25.21151,-45.00051,-45.36447,short,-0.5,-0.5,2.287793984,1.195968013,1.179809817,2.367781523,1.427324426,1.495931783,5.936011952,E,M,K,V,0,0,0,0,0,2.00717919,1.567501437,0,1,0,4,2,1
H5N6|A/Chicken/Yunnan/YN-3/2016__H5N6_|EPI1091684|2016-06-28,H5N6|A/Chicken/Yunnan/YN-10/2015_H5N6_|EPI1093278|2015-11-24,EPI1091684,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.6.28,avian,-39.72217803,-39.44964513,-20.51989,-25.66307,-45.1877,-45.54661,short,-0.5,-0.5,2.550313936,1.530335827,1.703073984,2.775949179,1.991394769,1.726560457,5.588302789,E,M,K,V,0,0,0,0,0,1.935789033,1.537214571,0,1,0,4,2,1
H5N6|A/chicken/Zhejiang/727155/2014|EPI681296|2014-07-27,H5N6|A/Chicken/Yunnan/YN-3/2016_H5N6_|EPI1091684|2016-06-28,EPI681296,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2014.7.27,avian,-40.06877859,-39.39640956,-20.71707,-25.7369,-45.2328,-45.60285,short,-0.5,-0.5,2.304673716,1.529699011,1.515901409,3.050732397,1.665632358,1.866172258,7.462752988,E,M,K,V,0,0,0,0,0,1.934094859,1.530736396,0,1,0,4,2,1
H5N6|A/common_teal/Korea/W558/2017|EPI1006736|2017-01-04,H5N6|A/chicken/Zhejiang/727155/2014|EPI681296|2014-07-27,EPI1006736,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.1.4,avian,-40.0787011,-40.57537982,-20.50597,-25.52266,-45.16474,-45.54834,short,-0.5,-0.5,2.175443258,1.299856544,1.402749858,1.544937237,1.418307277,1.330691912,4.740900398,E,M,K,V,0,0,0,0,0,1.954489405,1.589778645,0,1,1,4,2,1
H5N6|A/Copsychus_saularis/Guangdong/SW8/2014|EPI839139|2014-08-02,H5N6|A/common_teal/Korea/W558/2017|EPI1006736|2017-01-04,EPI839139,H5N6,2.3.4.4g,H5N6_2.3.4.4x,Wild,non-zoonotic,2014.8.2,avian,-38.74954039,-38.7712758,-32.20652,-17.91013,-45.14759,-45.5032,short,-0.5,-0.5,2.137042243,1.70329803,1.835194516,2.807991982,2.131654316,1.607039772,6.370039841,E,M,K,V,0,0,0,0,0,1.203158255,2.164767972,0,1,1,3,4,3
H5N6|A/duck/Guangdong/01_01_SZSGXJK003-G/2016|EPI760002|2016-01-01,H5N6|A/Copsychus_saularis/Guangdong/SW8/2014|EPI839139|2014-08-02,EPI760002,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.1.1,avian,-37.0128683,-40.66049408,-20.49606,-25.47726,-45.16684,-45.54843,short,-0.5,-0.5,2.752156988,1.989246054,1.235122861,1.808238871,1.41480738,1.282490367,6.050227092,E,M,K,V,0,0,0,0,0,1.805852847,1.595952394,0,1,0,4,2,4
H5N6|A/duck/Jiangxi/09_04_JX-14-11/2014_H5N6_|EPI671717|2014-09-04,H5N6|A/duck/Guangdong/01_01_SZSGXJK003-G/2016|EPI760002|2016-01-01,EPI671717,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2014.9.4,avian,-37.93728235,-38.81956378,-20.66717,-25.83102,-45.30902,-45.66646,short,-0.5,-0.5,2.536491369,1.330583701,1.518133386,2.302265026,1.497670487,1.329163563,6.621350598,E,M,K,V,0,0,0,0,0,1.835630246,1.502827367,0,1,0,4,2,3
H5N6|A/duck/Kagoshima/KU-d42/2016|EPI1072926|2016-11-20,H5N6|A/duck/Jiangxi/09_04_JX-14-11/2014_H5N6_|EPI671717|2014-09-04,EPI1072926,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2016.11.20,avian,-40.41068338,-40.3802832,-20.7334,-25.82204,-45.31077,-45.68311,short,-0.5,-0.5,2.754567815,1.068612355,1.379002938,1.666067127,1.288531922,1.823926982,4.471772908,E,M,K,V,0,0,0,0,0,1.949062063,1.563791366,0,1,1,4,2,1
H5N6|A/duck/Korea/H15/2016_H5N6_|EPI866101|2016-11-20,H5N6|A/duck/Kagoshima/KU-d42/2016|EPI1072926|2016-11-20,EPI866101,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.11.20,avian,-34.87523522,-38.40974926,-20.81228,-25.84955,-45.30454,-45.66194,short,-0.5,-0.5,1.919267162,1.297741715,1.482735404,2.118927729,1.446526344,1.607728464,6.796250996,E,M,K,V,0,0,0,0,0,1.675704691,1.485896244,0,1,0,4,2,4
H5N6|A/duck/Vietnam/LBM360c1-4-1/2013|EPI567003|2013-02-06,H5N6|A/duck/Vietnam/1152/2014|EPI585374|2014-11-18,EPI567003,H5N6,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2013.2.6,avian,-40.5303732,-40.39372008,-20.37886,-24.97484,-45.30715,-45.68779,short,-0.5,-0.5,1.339942517,1.964598604,1.379850712,2.086675316,1.726659522,2.092353247,5.859733068,E,M,K,V,0,0,0,0,0,1.988843988,1.617376531,0,1,0,4,3,4
H5N6|A/feline/Guangdong/2/2015|EPI760097|2015-01-13,H5N6|A/duck/Vietnam/QuangBinh/DH130723/2017|EPI1205176|2017-07-23,EPI760097,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Mammals,zoonotic,2015.1.13,avian,-39.15123588,-40.3842839,-20.66717,-25.83102,-45.30902,-45.66646,short,-0.5,-0.5,2.026690941,1.39339619,1.638652083,1.948803645,1.53754578,1.57421993,4.882023904,E,M,K,V,0,0,0,0,1,1.894368502,1.563402603,0,1,2,4,2,4
H5N6|A/Ferruginous_duck/Bangladesh/42380/2020|EPI1903054|2020-01-19,H5N6|A/feline/Guangdong/2/2015|EPI760097|2015-01-13,EPI1903054,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2020.1.19,avian,-40.16047905,-40.30528315,-20.53624,-25.6586,-45.18835,-45.54732,short,-0.5,0.5,1.453626137,1.364467975,1.740691037,2.357058105,1.595646239,1.677222533,6.571737052,E,M,K,V,0,0,0,0,0,1.955590656,1.570829396,0,1,1,4,2,1
H5N6|A/Fujian-Sanyuan/21099/2017_x_PR8__CNIC-21099_|EPI1369973|2017-12-25,H5N6|A/Ferruginous_duck/Bangladesh/42380/2020|EPI1903054|2020-01-19,EPI1369973,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2017.12.25,avian,-35.18741895,-38.49375968,-21.00524,-26.08466,-45.44647,-45.81239,short,-0.5,-0.5,2.355137583,1.330874276,1.209682999,1.848550592,1.526070344,1.323040224,5.457812749,K,M,K,V,1,0,0,0,1,1.675173383,1.475724034,0,1,4,4,2,1
H5N6|A/Gadwall/Ningxia/487-38/2015|EPI1159957|2015-11-11,H5N6|A/Fujian-Sanyuan/21099/2017_x_PR8_CNIC-21099_|EPI1369973|2017-12-25,EPI1159957,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2015.11.11,avian,-40.33067009,-40.11519519,-20.62713,-25.76142,-45.30775,-45.66511,short,-0.5,0.5,2.051268234,1.054221907,1.317874166,2.204092055,1.249702634,1.367012283,4.679247012,E,M,K,V,0,0,0,0,0,1.955224507,1.557181056,0,1,1,4,2,3
H5N6|A/Gallinula_chloropus/Guangdong/GZ174/2014|EPI839147|2014-09-08,H5N6|A/Gadwall/Ningxia/487-38/2015|EPI1159957|2015-11-11,EPI839147,H5N6,2.3.4.4,H5N6_2.3.4.4x,Wild,non-zoonotic,2014.9.8,avian,-40.1897678,-40.44181765,-20.77141,-25.79939,-45.30741,-45.67647,short,-0.5,-0.5,2.177576281,1.371308307,1.921157327,2.279186509,1.493800989,1.32718148,4.738649402,E,M,K,V,0,0,0,0,0,1.934859877,1.567549374,0,1,1,4,2,4
H5N6|A/Goose/_Guangdong_/SSLBY/2015_H5N6_|EPI687539|2015-01-03,H5N6|A/Gallinula_chloropus/Guangdong/GZ174/2014|EPI839147|2014-09-08,EPI687539,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.1.3,avian,-39.09240822,-40.36766061,-20.49606,-25.47726,-45.16684,-45.54843,short,-0.5,-0.5,2.486784566,1.160675872,1.389340731,2.289834841,1.297495986,1.430388581,6.058422311,E,M,K,M,0,0,0,1,0,1.907313319,1.584458478,0,1,0,4,2,4
H5N6|A/goose/Guangdong/A-Goose-Guangdong-GS148-2016|MN128689|2016-01-08,H5N6|A/Goose/_Guangdong_/SSLBY/2015_H5N6_|EPI687539|2015-01-03,MN128689,H5N6,2.3.4.4,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.1.8,avian,-41.28911517,-44.10676469,-20.62476,-25.72271,-45.1881,-45.54717,short,-0.5,-0.5,1.675344998,1.391670886,1.475718778,2.148879821,1.777071318,1.57331329,4.410239044,E,M,K,V,0,0,0,0,0,2.001919788,1.714701316,0,1,0,4,3,4
H5N6|A/Guangdong/lgf/2021|OL519551|2021-09-19,H5N6|A/Goose/Qingyuan/16875/2016|EPI1060739|2016-08-29,OL519551,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.9.19,avian,-34.44294167,-39.7841034,-21.17188,-26.20299,-45.52423,-45.87193,short,-0.5,-0.5,2.12020867,1.579935268,0.962961619,1.926238773,1.494063981,1.480672604,4.930143426,K,M,K,V,1,0,0,0,1,1.626824905,1.518303957,0,1,4,4,2,1
H5N6|A/Guangxi/13486/2017|EPI1352861|2017-11-17,H5N6|A/Guangdong/lgf/2021|OL519551|2021-09-19,EPI1352861,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2017.11.17,avian,-38.81664046,-44.63798718,-21.09893,-26.27159,-45.70929,-46.14616,short,-0.5,0.5,2.28318312,1.839414917,1.254830695,1.705830977,1.414477898,1.420165212,3.927812749,K,M,K,V,1,0,0,0,1,1.839744502,1.699097283,0,1,4,4,3,4
H5N6|A/Guangxi/31906/2018|EPI1352805|2018-08-15,H5N6|A/Guangxi/13486/2017|EPI1352861|2017-11-17,EPI1352805,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2018.8.15,avian,-35.46311128,-40.739359,-21.15561,-26.1069,-45.32581,-45.75891,short,-0.5,0.5,1.409981207,1.65320515,1.377753946,2.14546171,1.434974249,1.396978719,5.885904382,K,M,K,V,1,0,0,0,1,1.676298215,1.56048244,0,1,4,4,2,3
H5N6|A/GX-guilin/11151/2021|EPI1887789|2021-07-14,H5N6|A/Guangxi/31906/2018|EPI1352805|2018-08-15,EPI1887789,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.7.14,avian,-37.14048842,-37.31693958,-21.00924,-26.09006,-45.43888,-45.87723,short,-0.5,0.5,1.927261447,1.457691662,1.041170942,1.567117286,1.266797206,1.346459859,3.806733068,E,M,K,V,0,0,0,0,1,1.767816847,1.430312524,0,1,4,4,2,3
H5N6|A/Hangzhou/01/2021|EPI1946730|2021-12-22,H5N6|A/GX-guilin/11151/2021|EPI1887789|2021-07-14,EPI1946730,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.12.22,avian,-40.30002927,-40.2127355,-21.27112,-26.33341,-45.70566,-46.14049,short,-0.5,0.5,1.953565617,1.410744886,1.207727586,1.441175785,1.278622034,1.461994913,4.9937251,E,M,K,V,0,0,0,0,1,1.894588967,1.527061459,0,1,4,4,2,1
H5N6|A/HeFei04171/2024|EPI3520918|2024-06-23,H5N6|A/Hangzhou/01/2021|EPI1946730|2021-12-22,EPI3520918,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2024.6.23,avian,-36.04355881,-39.90894377,-20.9178,-26.01654,-45.44121,-45.88391,short,-0.5,0.5,3.099556787,1.250836054,1.115559634,1.743955821,1.253763024,1.515827027,7.324737052,E,M,K,V,0,0,0,0,1,1.723104667,1.533983526,0,1,4,4,2,2
H5N6|A/Hubei/29578/2016_x_PR8___CNIC-HB29578_|EPI1369965|2016-04-10,H5N6|A/HeFei04171/2024|EPI3520918|2024-06-23,EPI1369965,H5N6,2.3.4.4d,H5N6_2.3.4.4x,Human,zoonotic,2016.4.10,avian,-39.354076,-40.72939081,-21.16051,-26.3064,-45.73696,-46.22382,short,-0.5,0.5,2.496576652,1.356201891,1.367475283,2.360617818,1.704107371,1.416069076,4.779948207,K,M,K,V,1,0,0,0,1,1.859788635,1.548269273,0,1,4,4,2,1
H5N6|A/Jiangsu/1/2020__H5N6_|EPI1838640|2020-11-25,H5N6|A/Hubei/29578/2016_x_PR8_CNIC-HB29578_|EPI1369965|2016-04-10,EPI1838640,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2020.11.25,avian,-38.41541131,-38.98670082,-21.2933,-26.09592,-45.18486,-45.566,short,-0.5,0.5,2.379815279,2.966385272,1.502230581,2.307278409,2.282460523,2.214833648,6.945350598,E,M,K,V,0,0,0,0,1,1.804107926,1.493976868,0,1,4,4,2,1
H5N6|A/Jiangsu/1/2020_H5N6_|EPI1838663|2020-11-28,H5N6|A/Jiangsu/1/2020_H5N6_|EPI1838640|2020-11-25,EPI1838663,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2020.11.28,avian,-36.76764742,-42.17134515,-20.99499,-26.14334,-45.33059,-45.79373,short,-0.5,0.5,2.379815279,2.966385272,1.502230581,2.307278409,2.282460523,2.214833648,6.945350598,E,M,K,V,0,0,0,0,1,1.751258153,1.61308177,0,1,4,4,3,1
H5N6|A/Jiangsu/32888/2018|EPI1352821|2018-11-06,H5N6|A/Jiangsu/1/2020_H5N6_|EPI1838663|2020-11-28,EPI1352821,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2018.11.6,avian,-36.76764742,-42.17134515,-20.99499,-26.14334,-45.33059,-45.79373,short,-0.5,0.5,3.090658598,1.70941104,1.48494072,2.026416597,1.814865519,1.590701571,4.696039841,E,M,K,V,0,0,0,0,1,1.751258153,1.61308177,0,1,4,4,3,1
H5N6|A/Luscinia_cyane/Jiangxi/U2/2016__H5N6_|EPI1574305|2016-10-01,H5N6|A/Jiangsu/32888/2018|EPI1352821|2018-11-06,EPI1574305,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Wild,non-zoonotic,2016.10.1,avian,-36.95451847,-42.37768319,-20.87885,-26.00198,-45.47108,-45.91233,short,-0.5,0.5,2.372408479,1.357220665,1.237699237,2.138602279,1.397561888,1.391402747,6.568888446,E,M,K,V,0,0,0,0,0,1.7699499,1.629786777,0,1,1,4,3,1
H5N6|A/mandarin_duck/Korea/H69/2017|EPI1145338|2017-12-19,H5N6|A/mallard/Illinois/15-039376-1/2015|MH546587|2015-12-01,EPI1145338,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Wild,non-zoonotic,2017.12.19,avian,-37.7734985,-42.55404465,-20.53575,-25.33115,-45.32205,-45.69934,short,-0.5,-0.5,2.013101064,1.961103877,1.436576239,1.957988418,1.723006251,1.517394363,6.249270916,E,M,K,V,0,0,0,0,0,1.839401945,1.679909702,0,1,1,4,3,1
H5N6|A/Mandarin_duck/Korea/K17-1893/2017|EPI1200558|2017-12-23,H5N6|A/mandarin_duck/Korea/H69/2017|EPI1145338|2017-12-19,EPI1200558,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Wild,non-zoonotic,2017.12.23,avian,-38.9664561,-42.09759655,-21.14753,-26.12296,-39.98939,-40.41046,short,-0.5,-0.5,2.321381474,2.249215549,0.997991014,1.885883442,1.425793345,1.536274983,5.972940239,E,M,K,V,0,0,0,0,0,1.842600819,1.611517093,0,1,1,4,3,1
H5N6|A/mandarin_duck/Tochigi/0902C033/2017|EPI1133388|2017-02-20,H5N6|A/Mandarin_duck/Korea/K17-1893/2017|EPI1200558|2017-12-23,EPI1133388,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.2.20,avian,-37.31613295,-41.27426863,-21.14753,-26.12296,-39.98939,-40.41046,short,-0.5,-0.5,2.353225577,1.284769218,1.224507374,1.963216496,1.509365736,1.470828998,4.299151394,E,M,K,V,0,0,0,0,0,1.764562242,1.579999687,0,1,1,4,2,1
H5N6|A/mink/China/181/2019|MT510064|2019-08-18,H5N6|A/mandarin_duck/Tochigi/0902C033/2017|EPI1133388|2017-02-20,MT510064,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2019.8.18,avian,-38.73427707,-38.41899725,-20.72335,-25.73516,-45.22292,-45.57896,short,-0.5,-0.5,1.789311276,1.264285654,1.36803865,2.141133405,1.200357811,1.259454004,5.576430279,K,M,K,V,1,0,0,0,1,1.869112719,1.492860245,0,1,3,4,2,1
H5N6|A/mink/China/183/2019|MT510075|2019-08-18,H5N6|A/mink/China/181/2019|MT510064|2019-08-18,MT510075,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2019.8.18,avian,-39.55019889,-38.67624621,-20.89844,-26.02047,-45.31094,-45.66958,short,-0.5,0.5,1.307155374,1.293969757,1.354267996,1.952202043,1.311410335,1.551834829,4.242227092,K,M,K,V,1,0,0,0,1,1.892495272,1.486377695,0,1,3,4,2,1
H5N6|A/mink/China/456/2018|MT510089|2018-04-05,H5N6|A/mink/China/183/2019|MT510075|2019-08-18,MT510089,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2018.4.5,avian,-39.67928439,-38.85861439,-20.67588,-26.43346,-45.33004,-45.68822,short,-0.5,0.5,2.095274235,1.596145811,1.448427677,2.096730543,1.495347319,1.381141468,4.522306773,E,M,K,V,0,0,0,0,1,1.919109822,1.47005403,0,1,3,4,2,1
H5N6|A/mink/Eastern_China/006/2018|MK812851|2018-01-03,H5N6|A/mink/China/456/2018|MT510089|2018-04-05,MK812851,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2018.1.3,avian,-37.22836222,-42.65530298,-20.87369,-25.99697,-45.46648,-45.91071,short,-0.5,0.5,2.206479223,1.582585012,1.555934899,2.310901526,2.053339337,1.790860994,6.900812749,E,M,K,V,0,0,0,0,1,1.78350652,1.64077979,0,1,3,4,3,1
H5N6|A/mink/Eastern_China/032/2018|MK812971|2018-01-10,H5N6|A/mink/Eastern_China/006/2018|MK812851|2018-01-03,MK812971,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2018.1.10,avian,-38.33917347,-38.48425724,-20.98043,-25.41211,-45.3066,-45.6663,short,-0.5,0.5,1.542202351,1.80646974,1.593283616,2.187579637,1.549424147,1.43869748,4.452211155,E,M,K,V,0,0,0,0,1,1.827377869,1.514406212,0,1,3,4,2,1
H5N6|A/mink/Eastern_China/0824/2018|MK849831|2018-08-24,H5N6|A/mink/Eastern_China/032/2018|MK812971|2018-01-10,MK849831,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2018.8.24,avian,-38.43682914,-38.60902439,-20.85523,-26.00128,-45.31356,-45.67243,short,-0.5,0.5,1.48796992,1.292587148,1.335286335,1.993974995,1.439770339,1.457150161,6.369414343,K,M,K,V,1,0,0,0,1,1.8430307,1.484889374,0,1,3,4,2,1
H5N6|A/mink/Eastern_China/571/2018|MK849867|2018-06-13,H5N6|A/mink/Eastern_China/0824/2018|MK849831|2018-08-24,MK849867,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Marine,zoonotic,2018.6.13,avian,-38.38495928,-38.67204732,-21.01091,-26.03704,-45.31332,-45.67217,short,-0.5,0.5,1.324606963,1.328760333,1.453591168,1.771022882,1.492594514,1.662812352,4.325573705,E,M,K,V,0,0,0,0,1,1.826906083,1.485270496,0,1,3,4,2,1
H5N6|A/muscovy_duck/Japan/AQ-HE30-77C1/2018|LC550067|2018-11-24,H5N6|A/mink/Eastern_China/571/2018|MK849867|2018-06-13,LC550067,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.11.24,avian,-39.22190089,-38.82493697,-20.89968,-26.02198,-45.31367,-45.67255,short,-0.5,0.5,1.365805263,1.663457272,1.351176865,2.09388833,1.533119892,1.402682405,3.923932271,E,M,K,V,0,0,0,0,0,1.876674709,1.492005488,0,1,0,4,2,1
